,Time,usage,region,time_idx,month,day,hour,minute
31,2005-06-07 09:35:00,7182.820092,eu,31,6,7,9,35
32,2005-06-07 09:40:00,6897.783063,eu,32,6,7,9,40
33,2005-06-07 09:45:00,6802.926206,eu,33,6,7,9,45
34,2005-06-07 09:50:00,6856.304069,eu,34,6,7,9,50
35,2005-06-07 09:55:00,6963.587768,eu,35,6,7,9,55
36,2005-06-07 10:00:00,7283.56523,eu,36,6,7,10,0
37,2005-06-07 10:05:00,7294.355973,eu,37,6,7,10,5
38,2005-06-07 10:10:00,7277.773691,eu,38,6,7,10,10
39,2005-06-07 10:15:00,7327.652118,eu,39,6,7,10,15
40,2005-06-07 10:20:00,7411.935065,eu,40,6,7,10,20
41,2005-06-07 10:25:00,7559.621824,eu,41,6,7,10,25
42,2005-06-07 10:30:00,7464.144357,eu,42,6,7,10,30
43,2005-06-07 10:35:00,7556.335967,eu,43,6,7,10,35
44,2005-06-07 10:40:00,7531.158925,eu,44,6,7,10,40
45,2005-06-07 10:45:00,7451.588318,eu,45,6,7,10,45
46,2005-06-07 10:50:00,7251.552599,eu,46,6,7,10,50
47,2005-06-07 10:55:00,7387.311025,eu,47,6,7,10,55
48,2005-06-07 11:00:00,7534.902212,eu,48,6,7,11,0
49,2005-06-07 11:05:00,7669.462738,eu,49,6,7,11,5
50,2005-06-07 11:10:00,7806.347806,eu,50,6,7,11,10
51,2005-06-07 11:15:00,7633.844064,eu,51,6,7,11,15
52,2005-06-07 11:20:00,7666.925195,eu,52,6,7,11,20
53,2005-06-07 11:25:00,7520.164584,eu,53,6,7,11,25
54,2005-06-07 11:30:00,7501.747391,eu,54,6,7,11,30
55,2005-06-07 11:35:00,7767.857531,eu,55,6,7,11,35
56,2005-06-07 11:40:00,7232.609101,eu,56,6,7,11,40
57,2005-06-07 11:45:00,7274.338276,eu,57,6,7,11,45
58,2005-06-07 11:50:00,7408.981176,eu,58,6,7,11,50
59,2005-06-07 11:55:00,7230.742271,eu,59,6,7,11,55
60,2005-06-07 12:00:00,7354.167649,eu,60,6,7,12,0
61,2005-06-07 12:05:00,7107.897687,eu,61,6,7,12,5
62,2005-06-07 12:10:00,7295.721127,eu,62,6,7,12,10
63,2005-06-07 12:15:00,7080.999121,eu,63,6,7,12,15
64,2005-06-07 12:20:00,7606.453644,eu,64,6,7,12,20
65,2005-06-07 12:25:00,7642.015997,eu,65,6,7,12,25
66,2005-06-07 12:30:00,7848.884725,eu,66,6,7,12,30
67,2005-06-07 12:35:00,7724.196995,eu,67,6,7,12,35
68,2005-06-07 12:40:00,7650.962743,eu,68,6,7,12,40
69,2005-06-07 12:45:00,7753.904748,eu,69,6,7,12,45
70,2005-06-07 12:50:00,7744.009419,eu,70,6,7,12,50
71,2005-06-07 12:55:00,7336.903262,eu,71,6,7,12,55
72,2005-06-07 13:00:00,7485.654677,eu,72,6,7,13,0
73,2005-06-07 13:05:00,7513.611244,eu,73,6,7,13,5
74,2005-06-07 13:10:00,7644.185813,eu,74,6,7,13,10
75,2005-06-07 13:15:00,7414.962086,eu,75,6,7,13,15
76,2005-06-07 13:20:00,7514.644125,eu,76,6,7,13,20
77,2005-06-07 13:25:00,7445.178236,eu,77,6,7,13,25
78,2005-06-07 13:30:00,7294.385873,eu,78,6,7,13,30
79,2005-06-07 13:35:00,7233.354647,eu,79,6,7,13,35
80,2005-06-07 13:40:00,7332.941859,eu,80,6,7,13,40
81,2005-06-07 13:45:00,7513.492139,eu,81,6,7,13,45
82,2005-06-07 13:50:00,7528.727688,eu,82,6,7,13,50
83,2005-06-07 13:55:00,8536.272286,eu,83,6,7,13,55
84,2005-06-07 14:00:00,7724.842582,eu,84,6,7,14,0
85,2005-06-07 14:05:00,7599.001549,eu,85,6,7,14,5
86,2005-06-07 14:10:00,7348.468015,eu,86,6,7,14,10
87,2005-06-07 14:15:00,7326.3272,eu,87,6,7,14,15
88,2005-06-07 14:20:00,7639.50667,eu,88,6,7,14,20
89,2005-06-07 14:25:00,7802.449354,eu,89,6,7,14,25
90,2005-06-07 14:30:00,7485.672218,eu,90,6,7,14,30
91,2005-06-07 14:35:00,7354.957743,eu,91,6,7,14,35
92,2005-06-07 14:40:00,7497.015314,eu,92,6,7,14,40
93,2005-06-07 14:45:00,7235.630142,eu,93,6,7,14,45
94,2005-06-07 14:50:00,7434.386233,eu,94,6,7,14,50
95,2005-06-07 14:55:00,7519.403839,eu,95,6,7,14,55
96,2005-06-07 15:00:00,7403.087775,eu,96,6,7,15,0
97,2005-06-07 15:05:00,7366.791574,eu,97,6,7,15,5
98,2005-06-07 15:10:00,7577.678754,eu,98,6,7,15,10
99,2005-06-07 15:15:00,7326.68721,eu,99,6,7,15,15
100,2005-06-07 15:20:00,7259.778835,eu,100,6,7,15,20
101,2005-06-07 15:25:00,7499.146875,eu,101,6,7,15,25
102,2005-06-07 15:30:00,7530.74579,eu,102,6,7,15,30
103,2005-06-07 15:35:00,7054.149566,eu,103,6,7,15,35
104,2005-06-07 15:40:00,7134.469847,eu,104,6,7,15,40
105,2005-06-07 15:45:00,7081.949563,eu,105,6,7,15,45
106,2005-06-07 15:50:00,6953.665837,eu,106,6,7,15,50
107,2005-06-07 15:55:00,7023.590624,eu,107,6,7,15,55
108,2005-06-07 16:00:00,6759.900139,eu,108,6,7,16,0
109,2005-06-07 16:05:00,6530.131152,eu,109,6,7,16,5
110,2005-06-07 16:10:00,6447.105457,eu,110,6,7,16,10
111,2005-06-07 16:15:00,6330.514608,eu,111,6,7,16,15
112,2005-06-07 16:20:00,6331.684427,eu,112,6,7,16,20
113,2005-06-07 16:25:00,6223.271197,eu,113,6,7,16,25
114,2005-06-07 16:30:00,6202.872405,eu,114,6,7,16,30
115,2005-06-07 16:35:00,5914.776765,eu,115,6,7,16,35
116,2005-06-07 16:40:00,5917.454777,eu,116,6,7,16,40
117,2005-06-07 16:45:00,5921.237644,eu,117,6,7,16,45
118,2005-06-07 16:50:00,5640.499083,eu,118,6,7,16,50
119,2005-06-07 16:55:00,5391.187185,eu,119,6,7,16,55
120,2005-06-07 17:00:00,5349.731374,eu,120,6,7,17,0
121,2005-06-07 17:05:00,5306.831763,eu,121,6,7,17,5
122,2005-06-07 17:10:00,4924.258813,eu,122,6,7,17,10
123,2005-06-07 17:15:00,4870.140499,eu,123,6,7,17,15
124,2005-06-07 17:20:00,5051.888264,eu,124,6,7,17,20
125,2005-06-07 17:25:00,4936.297774,eu,125,6,7,17,25
126,2005-06-07 17:30:00,4670.716971,eu,126,6,7,17,30
127,2005-06-07 17:35:00,4336.637893,eu,127,6,7,17,35
128,2005-06-07 17:40:00,4315.527574,eu,128,6,7,17,40
129,2005-06-07 17:45:00,4234.212594,eu,129,6,7,17,45
130,2005-06-07 17:50:00,4403.446516,eu,130,6,7,17,50
131,2005-06-07 17:55:00,4295.636203,eu,131,6,7,17,55
132,2005-06-07 18:00:00,4158.312131,eu,132,6,7,18,0
133,2005-06-07 18:05:00,3994.767281,eu,133,6,7,18,5
134,2005-06-07 18:10:00,3981.376101,eu,134,6,7,18,10
135,2005-06-07 18:15:00,4103.194285,eu,135,6,7,18,15
136,2005-06-07 18:20:00,4191.264851,eu,136,6,7,18,20
137,2005-06-07 18:25:00,4107.663994,eu,137,6,7,18,25
138,2005-06-07 18:30:00,3950.115059,eu,138,6,7,18,30
139,2005-06-07 18:35:00,3884.135336,eu,139,6,7,18,35
140,2005-06-07 18:40:00,4106.26781,eu,140,6,7,18,40
141,2005-06-07 18:45:00,3873.014865,eu,141,6,7,18,45
142,2005-06-07 18:50:00,3987.571377,eu,142,6,7,18,50
143,2005-06-07 18:55:00,3772.918776,eu,143,6,7,18,55
144,2005-06-07 19:00:00,3967.867664,eu,144,6,7,19,0
145,2005-06-07 19:05:00,3768.411435,eu,145,6,7,19,5
146,2005-06-07 19:10:00,3524.927741,eu,146,6,7,19,10
147,2005-06-07 19:15:00,3533.644824,eu,147,6,7,19,15
148,2005-06-07 19:20:00,3611.084551,eu,148,6,7,19,20
149,2005-06-07 19:25:00,3718.716907,eu,149,6,7,19,25
150,2005-06-07 19:30:00,3622.619626,eu,150,6,7,19,30
151,2005-06-07 19:35:00,3649.115438,eu,151,6,7,19,35
152,2005-06-07 19:40:00,3824.052475,eu,152,6,7,19,40
153,2005-06-07 19:45:00,3802.783518,eu,153,6,7,19,45
154,2005-06-07 19:50:00,3724.816224,eu,154,6,7,19,50
155,2005-06-07 19:55:00,3658.838363,eu,155,6,7,19,55
156,2005-06-07 20:00:00,3634.119585,eu,156,6,7,20,0
157,2005-06-07 20:05:00,3625.261928,eu,157,6,7,20,5
158,2005-06-07 20:10:00,3670.661268,eu,158,6,7,20,10
159,2005-06-07 20:15:00,3569.002593,eu,159,6,7,20,15
160,2005-06-07 20:20:00,3704.10306,eu,160,6,7,20,20
161,2005-06-07 20:25:00,3600.959582,eu,161,6,7,20,25
162,2005-06-07 20:30:00,3540.508801,eu,162,6,7,20,30
163,2005-06-07 20:35:00,3530.136362,eu,163,6,7,20,35
164,2005-06-07 20:40:00,3586.244712,eu,164,6,7,20,40
165,2005-06-07 20:45:00,3580.008115,eu,165,6,7,20,45
166,2005-06-07 20:50:00,3518.283866,eu,166,6,7,20,50
167,2005-06-07 20:55:00,3490.909198,eu,167,6,7,20,55
168,2005-06-07 21:00:00,3273.634716,eu,168,6,7,21,0
169,2005-06-07 21:05:00,3220.012819,eu,169,6,7,21,5
170,2005-06-07 21:10:00,3268.927551,eu,170,6,7,21,10
171,2005-06-07 21:15:00,3165.384774,eu,171,6,7,21,15
172,2005-06-07 21:20:00,3201.339313,eu,172,6,7,21,20
173,2005-06-07 21:25:00,3168.450654,eu,173,6,7,21,25
174,2005-06-07 21:30:00,3036.703512,eu,174,6,7,21,30
175,2005-06-07 21:35:00,2999.785689,eu,175,6,7,21,35
176,2005-06-07 21:40:00,2931.96953,eu,176,6,7,21,40
177,2005-06-07 21:45:00,3063.506195,eu,177,6,7,21,45
178,2005-06-07 21:50:00,2874.825851,eu,178,6,7,21,50
179,2005-06-07 21:55:00,2756.967891,eu,179,6,7,21,55
180,2005-06-07 22:00:00,2746.056942,eu,180,6,7,22,0
181,2005-06-07 22:05:00,2710.922432,eu,181,6,7,22,5
182,2005-06-07 22:10:00,2687.775945,eu,182,6,7,22,10
183,2005-06-07 22:15:00,2750.878241,eu,183,6,7,22,15
184,2005-06-07 22:20:00,2654.607198,eu,184,6,7,22,20
185,2005-06-07 22:25:00,2649.790823,eu,185,6,7,22,25
186,2005-06-07 22:30:00,2561.522102,eu,186,6,7,22,30
187,2005-06-07 22:35:00,2622.232533,eu,187,6,7,22,35
188,2005-06-07 22:40:00,2569.332246,eu,188,6,7,22,40
189,2005-06-07 22:45:00,2900.771417,eu,189,6,7,22,45
190,2005-06-07 22:50:00,2362.620888,eu,190,6,7,22,50
191,2005-06-07 22:55:00,2338.511945,eu,191,6,7,22,55
192,2005-06-07 23:00:00,2346.308954,eu,192,6,7,23,0
193,2005-06-07 23:05:00,2485.275798,eu,193,6,7,23,5
194,2005-06-07 23:10:00,2383.711038,eu,194,6,7,23,10
195,2005-06-07 23:15:00,2352.537359,eu,195,6,7,23,15
196,2005-06-07 23:20:00,2438.498778,eu,196,6,7,23,20
197,2005-06-07 23:25:00,2387.348189,eu,197,6,7,23,25
198,2005-06-07 23:30:00,2136.407019,eu,198,6,7,23,30
199,2005-06-07 23:35:00,2105.109648,eu,199,6,7,23,35
200,2005-06-07 23:40:00,2108.515945,eu,200,6,7,23,40
201,2005-06-07 23:45:00,2361.817024,eu,201,6,7,23,45
202,2005-06-07 23:50:00,2145.37985,eu,202,6,7,23,50
203,2005-06-07 23:55:00,2216.433223,eu,203,6,7,23,55
204,2005-06-08 00:00:00,2205.983887,eu,204,6,8,0,0
205,2005-06-08 00:05:00,2125.875017,eu,205,6,8,0,5
206,2005-06-08 00:10:00,2386.775906,eu,206,6,8,0,10
207,2005-06-08 00:15:00,2242.831948,eu,207,6,8,0,15
208,2005-06-08 00:20:00,2154.930604,eu,208,6,8,0,20
209,2005-06-08 00:25:00,2106.550611,eu,209,6,8,0,25
210,2005-06-08 00:30:00,2048.932841,eu,210,6,8,0,30
211,2005-06-08 00:35:00,2072.852739,eu,211,6,8,0,35
212,2005-06-08 00:40:00,2146.743453,eu,212,6,8,0,40
213,2005-06-08 00:45:00,1898.012332,eu,213,6,8,0,45
214,2005-06-08 00:50:00,1805.834137,eu,214,6,8,0,50
215,2005-06-08 00:55:00,1846.50909,eu,215,6,8,0,55
216,2005-06-08 01:00:00,1819.926546,eu,216,6,8,1,0
217,2005-06-08 01:05:00,1734.400487,eu,217,6,8,1,5
218,2005-06-08 01:10:00,1785.433036,eu,218,6,8,1,10
219,2005-06-08 01:15:00,1733.610241,eu,219,6,8,1,15
220,2005-06-08 01:20:00,1694.38406,eu,220,6,8,1,20
221,2005-06-08 01:25:00,1701.288588,eu,221,6,8,1,25
222,2005-06-08 01:30:00,1722.159905,eu,222,6,8,1,30
223,2005-06-08 01:35:00,1706.410228,eu,223,6,8,1,35
224,2005-06-08 01:40:00,2015.585016,eu,224,6,8,1,40
225,2005-06-08 01:45:00,1795.574327,eu,225,6,8,1,45
226,2005-06-08 01:50:00,1780.259206,eu,226,6,8,1,50
227,2005-06-08 01:55:00,1671.931744,eu,227,6,8,1,55
228,2005-06-08 02:00:00,1679.005182,eu,228,6,8,2,0
229,2005-06-08 02:05:00,1668.891063,eu,229,6,8,2,5
230,2005-06-08 02:10:00,1728.025343,eu,230,6,8,2,10
231,2005-06-08 02:15:00,1723.17918,eu,231,6,8,2,15
232,2005-06-08 02:20:00,1637.898222,eu,232,6,8,2,20
233,2005-06-08 02:25:00,1595.363849,eu,233,6,8,2,25
234,2005-06-08 02:30:00,1617.476695,eu,234,6,8,2,30
235,2005-06-08 02:35:00,1629.195853,eu,235,6,8,2,35
236,2005-06-08 02:40:00,1845.312155,eu,236,6,8,2,40
237,2005-06-08 02:45:00,1649.332044,eu,237,6,8,2,45
238,2005-06-08 02:50:00,1547.267504,eu,238,6,8,2,50
239,2005-06-08 02:55:00,1499.41174,eu,239,6,8,2,55
240,2005-06-08 03:00:00,1459.317981,eu,240,6,8,3,0
241,2005-06-08 03:05:00,1447.949146,eu,241,6,8,3,5
242,2005-06-08 03:10:00,1599.031982,eu,242,6,8,3,10
243,2005-06-08 03:15:00,1555.38996,eu,243,6,8,3,15
244,2005-06-08 03:20:00,1726.665812,eu,244,6,8,3,20
245,2005-06-08 03:25:00,1560.596693,eu,245,6,8,3,25
246,2005-06-08 03:30:00,1487.551813,eu,246,6,8,3,30
247,2005-06-08 03:35:00,1506.83586,eu,247,6,8,3,35
248,2005-06-08 03:40:00,1814.598605,eu,248,6,8,3,40
249,2005-06-08 03:45:00,1675.097503,eu,249,6,8,3,45
250,2005-06-08 03:50:00,1649.725627,eu,250,6,8,3,50
251,2005-06-08 03:55:00,1605.411867,eu,251,6,8,3,55
252,2005-06-08 04:00:00,1631.462039,eu,252,6,8,4,0
253,2005-06-08 04:05:00,1794.111915,eu,253,6,8,4,5
254,2005-06-08 04:10:00,2064.64433,eu,254,6,8,4,10
255,2005-06-08 04:15:00,1805.560623,eu,255,6,8,4,15
256,2005-06-08 04:20:00,1639.043272,eu,256,6,8,4,20
257,2005-06-08 04:25:00,1675.169871,eu,257,6,8,4,25
258,2005-06-08 04:30:00,1786.003377,eu,258,6,8,4,30
259,2005-06-08 04:35:00,2313.753829,eu,259,6,8,4,35
260,2005-06-08 04:40:00,2733.271598,eu,260,6,8,4,40
261,2005-06-08 04:45:00,1999.096513,eu,261,6,8,4,45
262,2005-06-08 04:50:00,1911.255872,eu,262,6,8,4,50
263,2005-06-08 04:55:00,1850.724767,eu,263,6,8,4,55
264,2005-06-08 05:00:00,1844.343109,eu,264,6,8,5,0
265,2005-06-08 05:05:00,1891.90088,eu,265,6,8,5,5
266,2005-06-08 05:10:00,2071.743151,eu,266,6,8,5,10
267,2005-06-08 05:15:00,1917.291872,eu,267,6,8,5,15
268,2005-06-08 05:20:00,1920.241635,eu,268,6,8,5,20
269,2005-06-08 05:25:00,2028.928664,eu,269,6,8,5,25
270,2005-06-08 05:30:00,2192.637441,eu,270,6,8,5,30
271,2005-06-08 05:35:00,2553.091807,eu,271,6,8,5,35
272,2005-06-08 05:40:00,2554.968485,eu,272,6,8,5,40
273,2005-06-08 05:45:00,2391.627246,eu,273,6,8,5,45
274,2005-06-08 05:50:00,2455.430601,eu,274,6,8,5,50
275,2005-06-08 05:55:00,2468.010209,eu,275,6,8,5,55
276,2005-06-08 06:00:00,2650.808208,eu,276,6,8,6,0
277,2005-06-08 06:05:00,2781.247406,eu,277,6,8,6,5
278,2005-06-08 06:10:00,2848.338243,eu,278,6,8,6,10
279,2005-06-08 06:15:00,2931.929285,eu,279,6,8,6,15
280,2005-06-08 06:20:00,2971.844719,eu,280,6,8,6,20
281,2005-06-08 06:25:00,3189.909175,eu,281,6,8,6,25
282,2005-06-08 06:30:00,3452.214549,eu,282,6,8,6,30
283,2005-06-08 06:35:00,4205.761408,eu,283,6,8,6,35
284,2005-06-08 06:40:00,4264.799773,eu,284,6,8,6,40
285,2005-06-08 06:45:00,4151.264837,eu,285,6,8,6,45
286,2005-06-08 06:50:00,4393.686561,eu,286,6,8,6,50
287,2005-06-08 06:55:00,4538.893522,eu,287,6,8,6,55
288,2005-06-08 07:00:00,5190.675656,eu,288,6,8,7,0
289,2005-06-08 07:05:00,5126.512975,eu,289,6,8,7,5
290,2005-06-08 07:10:00,5256.135289,eu,290,6,8,7,10
291,2005-06-08 07:15:00,5824.779869,eu,291,6,8,7,15
292,2005-06-08 07:20:00,5994.016503,eu,292,6,8,7,20
293,2005-06-08 07:25:00,5965.360317,eu,293,6,8,7,25
294,2005-06-08 07:30:00,5983.511218,eu,294,6,8,7,30
295,2005-06-08 07:35:00,6134.09142,eu,295,6,8,7,35
296,2005-06-08 07:40:00,6362.714553,eu,296,6,8,7,40
297,2005-06-08 07:45:00,6150.369804,eu,297,6,8,7,45
298,2005-06-08 07:50:00,6082.786407,eu,298,6,8,7,50
299,2005-06-08 07:55:00,5991.742496,eu,299,6,8,7,55
300,2005-06-08 08:00:00,6275.467515,eu,300,6,8,8,0
301,2005-06-08 08:05:00,6171.775001,eu,301,6,8,8,5
302,2005-06-08 08:10:00,6526.366537,eu,302,6,8,8,10
303,2005-06-08 08:15:00,6607.149977,eu,303,6,8,8,15
304,2005-06-08 08:20:00,6613.251438,eu,304,6,8,8,20
305,2005-06-08 08:25:00,6569.377983,eu,305,6,8,8,25
306,2005-06-08 08:30:00,6742.079953,eu,306,6,8,8,30
307,2005-06-08 08:35:00,6753.617676,eu,307,6,8,8,35
308,2005-06-08 08:40:00,6857.491362,eu,308,6,8,8,40
309,2005-06-08 08:45:00,7074.260798,eu,309,6,8,8,45
310,2005-06-08 08:50:00,7111.874181,eu,310,6,8,8,50
311,2005-06-08 08:55:00,7243.067552,eu,311,6,8,8,55
312,2005-06-08 09:00:00,7318.159907,eu,312,6,8,9,0
313,2005-06-08 09:05:00,7208.833387,eu,313,6,8,9,5
314,2005-06-08 09:10:00,7495.291518,eu,314,6,8,9,10
315,2005-06-08 09:15:00,7547.757614,eu,315,6,8,9,15
316,2005-06-08 09:20:00,7970.479854,eu,316,6,8,9,20
317,2005-06-08 09:25:00,7787.826609,eu,317,6,8,9,25
318,2005-06-08 09:30:00,7685.712107,eu,318,6,8,9,30
319,2005-06-08 09:35:00,7690.375153,eu,319,6,8,9,35
320,2005-06-08 09:40:00,8188.490789,eu,320,6,8,9,40
321,2005-06-08 09:45:00,7934.295948,eu,321,6,8,9,45
322,2005-06-08 09:50:00,7870.868471,eu,322,6,8,9,50
323,2005-06-08 09:55:00,8146.20416,eu,323,6,8,9,55
324,2005-06-08 10:00:00,8180.532426,eu,324,6,8,10,0
325,2005-06-08 10:05:00,8372.604274,eu,325,6,8,10,5
326,2005-06-08 10:10:00,8466.407495,eu,326,6,8,10,10
327,2005-06-08 10:15:00,8437.633882,eu,327,6,8,10,15
328,2005-06-08 10:20:00,8367.609771,eu,328,6,8,10,20
329,2005-06-08 10:25:00,8203.291962,eu,329,6,8,10,25
330,2005-06-08 10:30:00,8024.370575,eu,330,6,8,10,30
331,2005-06-08 10:35:00,7777.108659,eu,331,6,8,10,35
332,2005-06-08 10:40:00,7754.400462,eu,332,6,8,10,40
333,2005-06-08 10:45:00,7609.499824,eu,333,6,8,10,45
334,2005-06-08 10:50:00,7832.00398,eu,334,6,8,10,50
335,2005-06-08 10:55:00,7855.501869,eu,335,6,8,10,55
336,2005-06-08 11:00:00,7845.745786,eu,336,6,8,11,0
337,2005-06-08 11:05:00,7670.633728,eu,337,6,8,11,5
338,2005-06-08 11:10:00,7556.111152,eu,338,6,8,11,10
339,2005-06-08 11:15:00,7418.082652,eu,339,6,8,11,15
340,2005-06-08 11:20:00,7529.16935,eu,340,6,8,11,20
341,2005-06-08 11:25:00,7896.096694,eu,341,6,8,11,25
342,2005-06-08 11:30:00,7493.063224,eu,342,6,8,11,30
343,2005-06-08 11:35:00,7449.015187,eu,343,6,8,11,35
344,2005-06-08 11:40:00,7383.112398,eu,344,6,8,11,40
345,2005-06-08 11:45:00,7639.506802,eu,345,6,8,11,45
346,2005-06-08 11:50:00,7449.686171,eu,346,6,8,11,50
347,2005-06-08 11:55:00,7602.704562,eu,347,6,8,11,55
348,2005-06-08 12:00:00,7790.183518,eu,348,6,8,12,0
349,2005-06-08 12:05:00,7684.660405,eu,349,6,8,12,5
350,2005-06-08 12:10:00,7600.04366,eu,350,6,8,12,10
351,2005-06-08 12:15:00,7575.51087,eu,351,6,8,12,15
352,2005-06-08 12:20:00,7500.447045,eu,352,6,8,12,20
353,2005-06-08 12:25:00,7623.791363,eu,353,6,8,12,25
354,2005-06-08 12:30:00,7587.174475,eu,354,6,8,12,30
355,2005-06-08 12:35:00,7207.576949,eu,355,6,8,12,35
356,2005-06-08 12:40:00,7691.529617,eu,356,6,8,12,40
357,2005-06-08 12:45:00,7572.858911,eu,357,6,8,12,45
358,2005-06-08 12:50:00,7817.424702,eu,358,6,8,12,50
359,2005-06-08 12:55:00,7639.932858,eu,359,6,8,12,55
360,2005-06-08 13:00:00,7404.997195,eu,360,6,8,13,0
361,2005-06-08 13:05:00,7579.326777,eu,361,6,8,13,5
362,2005-06-08 13:10:00,7636.943486,eu,362,6,8,13,10
363,2005-06-08 13:15:00,7683.013173,eu,363,6,8,13,15
364,2005-06-08 13:20:00,7662.021559,eu,364,6,8,13,20
365,2005-06-08 13:25:00,7877.819255,eu,365,6,8,13,25
366,2005-06-08 13:30:00,7572.278263,eu,366,6,8,13,30
367,2005-06-08 13:35:00,7747.598426,eu,367,6,8,13,35
368,2005-06-08 13:40:00,7788.986639,eu,368,6,8,13,40
369,2005-06-08 13:45:00,7690.840293,eu,369,6,8,13,45
370,2005-06-08 13:50:00,7549.023428,eu,370,6,8,13,50
371,2005-06-08 13:55:00,7520.812984,eu,371,6,8,13,55
372,2005-06-08 14:00:00,7749.529516,eu,372,6,8,14,0
373,2005-06-08 14:05:00,7671.190377,eu,373,6,8,14,5
374,2005-06-08 14:10:00,8125.526554,eu,374,6,8,14,10
375,2005-06-08 14:15:00,8285.170772,eu,375,6,8,14,15
376,2005-06-08 14:20:00,7666.445199,eu,376,6,8,14,20
377,2005-06-08 14:25:00,7484.12761,eu,377,6,8,14,25
378,2005-06-08 14:30:00,7300.43517,eu,378,6,8,14,30
379,2005-06-08 14:35:00,7357.803235,eu,379,6,8,14,35
380,2005-06-08 14:40:00,7357.49856,eu,380,6,8,14,40
381,2005-06-08 14:45:00,7203.877884,eu,381,6,8,14,45
382,2005-06-08 14:50:00,7629.384537,eu,382,6,8,14,50
383,2005-06-08 14:55:00,7128.477846,eu,383,6,8,14,55
384,2005-06-08 15:00:00,7200.87155,eu,384,6,8,15,0
385,2005-06-08 15:05:00,7176.632112,eu,385,6,8,15,5
386,2005-06-08 15:10:00,7069.82863,eu,386,6,8,15,10
387,2005-06-08 15:15:00,6939.455449,eu,387,6,8,15,15
388,2005-06-08 15:20:00,6722.450182,eu,388,6,8,15,20
389,2005-06-08 15:25:00,6559.682171,eu,389,6,8,15,25
390,2005-06-08 15:30:00,6394.253104,eu,390,6,8,15,30
391,2005-06-08 15:35:00,6390.636537,eu,391,6,8,15,35
392,2005-06-08 15:40:00,6324.194334,eu,392,6,8,15,40
393,2005-06-08 15:45:00,6209.441159,eu,393,6,8,15,45
394,2005-06-08 15:50:00,6165.689489,eu,394,6,8,15,50
395,2005-06-08 15:55:00,6232.807345,eu,395,6,8,15,55
396,2005-06-08 16:00:00,6228.571345,eu,396,6,8,16,0
397,2005-06-08 16:05:00,5908.982224,eu,397,6,8,16,5
398,2005-06-08 16:10:00,5604.577808,eu,398,6,8,16,10
399,2005-06-08 16:15:00,5527.512983,eu,399,6,8,16,15
400,2005-06-08 16:20:00,5370.258769,eu,400,6,8,16,20
401,2005-06-08 16:25:00,5360.599676,eu,401,6,8,16,25
402,2005-06-08 16:30:00,4964.354033,eu,402,6,8,16,30
403,2005-06-08 16:35:00,4942.059195,eu,403,6,8,16,35
404,2005-06-08 16:40:00,4703.084989,eu,404,6,8,16,40
405,2005-06-08 16:45:00,4681.041519,eu,405,6,8,16,45
406,2005-06-08 16:50:00,4754.15852,eu,406,6,8,16,50
407,2005-06-08 16:55:00,4444.403403,eu,407,6,8,16,55
408,2005-06-08 17:00:00,4718.370181,eu,408,6,8,17,0
409,2005-06-08 17:05:00,5591.422795,eu,409,6,8,17,5
